"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","393","should refetch results when location changes","<SearchResults/>","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","17","should initialize with the first date","useDaysSelector","Thu May 15 12:57:26 UTC 2025","passed","Thu May 15 12:57:26 UTC 2025","","","",""
"","262","should navigate to email change stepper on new email selection success","<NewEmailSelection />","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","","",""
"","28","should log analytic ""logSignUpFromFavorite"" when click on ""Créer un compte""","NotConnectedFavorites component","Thu May 15 12:57:13 UTC 2025","passed","Thu May 15 12:57:13 UTC 2025","","","",""
"","41","should display coming credit for 16-year-old beneficiary","CreditHeader","Thu May 15 12:56:11 UTC 2025","passed","Thu May 15 12:56:11 UTC 2025","","","",""
"","170","should render correctly","TutorialPage","Thu May 15 12:58:07 UTC 2025","passed","Thu May 15 12:58:07 UTC 2025","","","",""
"","42","should not show LocationTitleWidget isDesktopViewport is false","HomeHeader","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","","",""
"","386","should display offer suggestions","<SearchLanding />","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","When SearchLanding is focus on suggestions","",""
"","180","without the most popular category and native category when there are unknown in the app","AutocompleteOfferItem component","Thu May 15 12:55:43 UTC 2025","passed","Thu May 15 12:55:43 UTC 2025","should execute a search with the query suggestion and","when item is in the first three suggestions","",""
"","143","should display basic accessibility block","PracticalInformation","Thu May 15 12:56:15 UTC 2025","passed","Thu May 15 12:56:15 UTC 2025","","Without AccesLibre use","",""
"","2","should return shouldShow if there are achievements to show to the user","useShouldShowAchievementSuccessModal","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:31 UTC 2025","","","",""
"","13","should block user if cancellation date is over","<BookingDetailsCancelButton />","Thu May 15 12:55:48 UTC 2025","passed","Thu May 15 12:55:48 UTC 2025","","","",""
"","81","should log event VenueContact when opening website","<ContactBlock/>","Thu May 15 12:56:24 UTC 2025","passed","Thu May 15 12:56:24 UTC 2025","","","",""
"","97","should render image when uri defined","<ImageTile/>","Thu May 15 12:58:10 UTC 2025","passed","Thu May 15 12:58:10 UTC 2025","","","",""
"","364","should update the URL params when the modal is closed","<ChangeEmail/>","Thu May 15 12:56:23 UTC 2025","passed","Thu May 15 12:56:23 UTC 2025","","DeleteProfileReasonNewEmailModal","",""
"","25","do not display anything when there is no modal to display","useOfferModal","Thu May 15 12:56:46 UTC 2025","passed","Thu May 15 12:56:46 UTC 2025","","","",""
"","77","should redirect to ThematicSearch of [""CINEMA""] when queryText is Cinéma and SearchView is `Landing`","SearchBox component","Thu May 15 12:55:43 UTC 2025","passed","Thu May 15 12:55:43 UTC 2025","","shouldRedirectToThematicSearch","",""
"","364","should return suspension status if it exists","useAccountSuspensionStatus","Thu May 15 12:57:40 UTC 2025","passed","Thu May 15 12:57:40 UTC 2025","","","",""
"","38","const str = ""I'm failing""","apostrophe-in-text","Thu May 15 12:58:23 UTC 2025","passed","Thu May 15 12:58:23 UTC 2025","","invalid","",""
"","4","iOS - does not show BookingImpossible if the digital offer is CINEMA","useModalContent","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","","",""
"","2","should save BatchProfile","useLogoutRoutine","Thu May 15 12:56:39 UTC 2025","passed","Thu May 15 12:56:39 UTC 2025","","Batch","",""
"","151","should trigger goBack when pressing modal close button","VenueMapFiltersList","Thu May 15 12:56:44 UTC 2025","passed","Thu May 15 12:56:44 UTC 2025","","","",""
"","251","should navigate to CulturalSurveyThanks if on lastQuestion and API call is successful and FF ENABLE_CULTURAL_SURVEY_MANDATORY is enabled","CulturalSurveyQuestions page","Thu May 15 12:56:06 UTC 2025","passed","Thu May 15 12:56:06 UTC 2025","","","",""
"","133","should highlight geolocation button if geolocation is selected","HomeLocationModal","Thu May 15 12:56:10 UTC 2025","passed","Thu May 15 12:56:10 UTC 2025","","","",""
"","1","should fetch Algolia offers index when param not provided","fetchOffer","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","Index name param","",""
"","7","should return false for all params when cookies are refused","getUtmParamsConsent","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","","",""
"","467","should render skeleton when playlists are loading","<ThematicSearch/>","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:57 UTC 2025","","book offerCategory","",""
"","180","should show loading component","<ChangeStatus/>","Thu May 15 12:56:48 UTC 2025","passed","Thu May 15 12:56:48 UTC 2025","","","",""
"","135","when position is not null","SearchResultsContent component","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","should not display geolocation incitation button","",""
"","210","should add venue type filter when pressing venue type checkbox (not checked)","VenueMapTypeFilter","Thu May 15 12:56:01 UTC 2025","passed","Thu May 15 12:56:01 UTC 2025","","","",""
"","6","should return ""0"" for displayedCount when count is null","handleTooManyCount","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","60","should return offer when isGeolocated is true and the distance to the offer is within the radius","useHighlightOffer","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:17 UTC 2025","","geolocation","",""
"","48","should log analytic ""logSignUpClicked"" when click on ""Créer un compte""","NotConnectedFavorites component","Thu May 15 12:57:13 UTC 2025","passed","Thu May 15 12:57:13 UTC 2025","","","",""
"","159","should call onPressSaveChanges with allowPush true when saving changes","<NotificationsSettingsModal />","Thu May 15 12:56:27 UTC 2025","passed","Thu May 15 12:56:28 UTC 2025","","","",""
"","225","should call reaction mutation function","useReactionMutation","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","167","should return true for all params when cookies are accepted","getUtmParamsConsent","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","","",""
"","1154","should not have basic accessibility issues","<DeactivateProfileSuccess/>","Thu May 15 12:57:51 UTC 2025","passed","Thu May 15 12:57:52 UTC 2025","","Accessibility","",""
"","50","should return venue name","useVenueBlock without offer address","Thu May 15 12:56:39 UTC 2025","passed","Thu May 15 12:56:39 UTC 2025","","","",""
"","294","should capture an exception when fetch call fails","useHomeRecommendedIdsQuery","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","4","should return the minimum booking threshold and default offer prices as filter when minimum booking threshold defined","buildNumericFilters","Thu May 15 12:57:27 UTC 2025","passed","Thu May 15 12:57:27 UTC 2025","","","",""
"","21","should render correctly with exhausted credit for 17 year-old","CreditHeader","Thu May 15 12:56:11 UTC 2025","passed","Thu May 15 12:56:11 UTC 2025","","Beneficiary is underage","",""
"","142","should display like and dislike buttons","ReactionChoiceValidation","Thu May 15 12:58:03 UTC 2025","passed","Thu May 15 12:58:04 UTC 2025","","","",""
"","66","check the box when is unchecked","<Checkbox />","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","when it has focus","when pressing space","",""
"","1","should reject a unwell formatted name: John-","isNameValid function","Thu May 15 12:57:52 UTC 2025","passed","Thu May 15 12:57:52 UTC 2025","","","",""
"","145","should reset the filters when pressing reset button","<VenueMapFiltersModal />","Thu May 15 12:57:34 UTC 2025","passed","Thu May 15 12:57:34 UTC 2025","","","",""
"","165","should display only date when only date is selected","DateHour component","Thu May 15 12:56:38 UTC 2025","passed","Thu May 15 12:56:38 UTC 2025","","","",""
"","10","iOS - shows BookingDetails if the offer is a physical good","useModalContent","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","","",""
"","1","should navigate to external screen even when screen is in-app when isExternal is true (ex: Offer)","openUrl","Thu May 15 12:56:10 UTC 2025","passed","Thu May 15 12:56:10 UTC 2025","","InApp screen","",""
"","2","should return /recherche/accueil when screen=TabNavigator and params={""params"": [Object], ""screen"": ""SearchStackNavigator""}","getScreenPath()","Thu May 15 12:58:00 UTC 2025","passed","Thu May 15 12:58:00 UTC 2025","","","",""
"","1","should return LOREM","sanitizeTitle(LOREM)","Thu May 15 12:58:29 UTC 2025","passed","Thu May 15 12:58:29 UTC 2025","","","",""
"","119","should navigate to BeneficiaryAccountCreated when next_step is null and initialCredit is available","Stepper navigation","Thu May 15 12:56:07 UTC 2025","passed","Thu May 15 12:56:07 UTC 2025","","","",""
"","312","should display highlightOfferModule","<HomeModule />","Thu May 15 12:56:09 UTC 2025","passed","Thu May 15 12:56:09 UTC 2025","","","",""
"","1","useSubcategory(SUPPORT_PHYSIQUE_MUSIQUE_CD) = { isEvent: false, categoryId: MUSIQUE_ENREGISTREE, searchGroupName: MUSIQUE }","useSubcategory","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","","","",""
"","7","redirects to DisableActivation when feature flag disableActivation is enabled","useShowForceUpdateWhenDisableActivation","Thu May 15 12:58:04 UTC 2025","passed","Thu May 15 12:58:04 UTC 2025","","","",""
"","5","should update date when call setCookiesConsent is called","useCookies","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","storage","",""
"","7","const { mutate } = useMutation()","no-queries-outside-query-files","Thu May 15 12:57:52 UTC 2025","passed","Thu May 15 12:57:52 UTC 2025","","invalid","",""
"","12","should transform offer chronicles to chronicle card data","transformOfferChroniclesToChronicleCardData","Thu May 15 12:57:40 UTC 2025","passed","Thu May 15 12:57:40 UTC 2025","","","",""
"","834","should not have basic accessibility issues","<GenericErrorPage />","Thu May 15 12:56:55 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","Accessibility","",""
"","273","should show highlight header when provided","ThematicHome","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","header","",""
"","39","should display ThematicHighlightModule","<HomeModule />","Thu May 15 12:56:12 UTC 2025","passed","Thu May 15 12:56:12 UTC 2025","","","",""
"","1","should return undefined when undefined is given","formatDates","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","","",""
"","201","should display switch ON if geoloc permission is granted","Profile component","Thu May 15 12:55:53 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","geolocation switch","user settings section","",""
"","56","should return custom data","useVenuesInRegionQuery","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","","",""
"","185","should show modal when resend button is pressed","<SignupConfirmationEmailSent />","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","","",""
"","7","formatCurrencyFromCents(-1050) 	= -10,50 € with format price options","formatCurrencyFromCents()","Thu May 15 12:57:04 UTC 2025","passed","Thu May 15 12:57:04 UTC 2025","","","",""
"","152","should renders correctly","<SearchList />","Thu May 15 12:57:30 UTC 2025","passed","Thu May 15 12:57:30 UTC 2025","","","",""
"","32","should display the copyright if the image is from Google and has a credit","<VenueBanner />","Thu May 15 12:57:03 UTC 2025","passed","Thu May 15 12:57:03 UTC 2025","","","",""
"","51","should open given url when text clicked and text not matching url","ExternalLink","Thu May 15 12:56:35 UTC 2025","passed","Thu May 15 12:56:35 UTC 2025","","","",""
"","25","should render a location pointer(not filled ) and the text LocationLabel.everywhereLabel if the user is not geolocated and has not selected a custom position","LocationWidgetDesktop","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","","",""
"","1","should fetch with price, date and time numericFilters","fetchOffer","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","multiple parameters","",""
"","114","should navigate to Stepper on button press","<EighteenBirthday />","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:31 UTC 2025","","","",""
"","10","should return an error when phone number is empty","phoneNumberSchema","Thu May 15 12:57:32 UTC 2025","passed","Thu May 15 12:57:32 UTC 2025","","","",""
"","10","should not change step to confirmation when step is date and offer is an event","<BookingDetails />","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","","","",""
"","123","should not display an error message if submit triggers an error 401","ValidateEmailChange","Thu May 15 12:55:57 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","8","should show arrow back on number place selection when offer is an event","useModalContent","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","","",""
"","98","should go to login page on press ""Se connecter""","<NotificationsLoggedOutModal />","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","273","should push screen only once in case of press spamming","<InternalTouchableLink />","Thu May 15 12:56:31 UTC 2025","passed","Thu May 15 12:56:31 UTC 2025","","","",""
"","66","should display activation banner with BicolorUnlock icon when banner api call return activation banner","<HomeBanner/>","Thu May 15 12:56:33 UTC 2025","passed","Thu May 15 12:56:33 UTC 2025","","user is logged in","",""
"","71","should fail to remove favorite","useRemoveFavoriteMutation","Thu May 15 12:57:14 UTC 2025","passed","Thu May 15 12:57:14 UTC 2025","","","",""
"","62","should return maintenance on status from firestore with firestore message","useMaintenance","Thu May 15 12:57:01 UTC 2025","passed","Thu May 15 12:57:01 UTC 2025","","","",""
"","2","should call goBack if previous route exists and canGoBack = true","useGoBack()","Thu May 15 12:57:38 UTC 2025","passed","Thu May 15 12:57:38 UTC 2025","","customGoBack()","",""
"","84","should not display correct amount left text when free user status","<BookingConfirmation />","Thu May 15 12:56:16 UTC 2025","passed","Thu May 15 12:56:16 UTC 2025","","","",""
"","306","should log analytics when user presses banner","<RemoteActivationBanner/>","Thu May 15 12:57:51 UTC 2025","passed","Thu May 15 12:57:51 UTC 2025","","","",""
"","2","should return not connected home entry when user is logged in but undefined","useSelectHomepageEntry","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","","remote config entry","",""
"","212","should call button action when pressing apply filter button","FilterPageButtons","Thu May 15 12:57:41 UTC 2025","passed","Thu May 15 12:57:41 UTC 2025","","","",""
"","317","should show modal when pressing widget","LocationWidgetDesktop","Thu May 15 12:56:07 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","","",""
"","27","should return undefined offer is {""isExpired"": true}","getBookingButtonProperties","Thu May 15 12:56:44 UTC 2025","passed","Thu May 15 12:56:44 UTC 2025","","when user is ex beneficiary","",""
"","24","should call onClose() callback when webview's message is close","<ReCaptcha />","Thu May 15 12:56:59 UTC 2025","passed","Thu May 15 12:56:59 UTC 2025","","","",""
"","6","should not return offer when isGeolocated is true and the user position is not defined","useHighlightOffer","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:17 UTC 2025","","geolocation","",""
"","19","should return a mapping tree for book category ROMANS_ET_LITTERATURE","MappingTree","Thu May 15 12:58:05 UTC 2025","passed","Thu May 15 12:58:05 UTC 2025","","","",""
"","94","should redirect to ThematicSearch of [""LIVRES""] when queryText is Livres and SearchView is `Landing`","SearchBox component","Thu May 15 12:55:43 UTC 2025","passed","Thu May 15 12:55:43 UTC 2025","","shouldRedirectToThematicSearch","",""
"","941","should render correctly","AccessibilityActionPlan","Thu May 15 12:57:17 UTC 2025","passed","Thu May 15 12:57:18 UTC 2025","","","",""
"","16","should display expiration message : ""Ta réservation s'archivera dans XX jours"" when price is 0 and subcategory ABO_MEDIATHEQUE","OnGoingBookingItem","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","should display expiration messages","",""
"","2","should fetch without location params when partial geolocated venue module params provided","fetchVenuesModule","Thu May 15 12:57:08 UTC 2025","passed","Thu May 15 12:57:08 UTC 2025","","","",""
"","169","should show geolocation modal if geolocation is never_ask_again on closing the modal after a geolocation button press","HomeLocationModal","Thu May 15 12:56:10 UTC 2025","passed","Thu May 15 12:56:10 UTC 2025","","","",""
"","8","should return an empty array for artist playlist when no data returned","useArtistResultsQuery","Thu May 15 12:56:30 UTC 2025","passed","Thu May 15 12:56:30 UTC 2025","","","",""
"","7","<React.Fragment>
 <Text>toto</Text>
 </React.Fragment>","no-raw-text","Thu May 15 12:57:01 UTC 2025","passed","Thu May 15 12:57:01 UTC 2025","","valid","",""
"","54","should call onSubmit() and onAcceptance() when requestGeolocPermission() returns NEED_ASK_POSITION_DIRECTLY and position is not null","useLocation()","Thu May 15 12:55:57 UTC 2025","passed","Thu May 15 12:55:57 UTC 2025","","requestGeolocPermission()","",""
"","5","should not display footer","BookingOfferModalFooter","Thu May 15 12:55:43 UTC 2025","passed","Thu May 15 12:55:43 UTC 2025","","when current step is confirmation","",""
"","132","should return the user when logged in with internet connection","AuthContext","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","useAuthContext","",""
"","20","should log login analytics","useLoginRoutine","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","","",""
"","7","when provide a query it should change state for the UI","useVenueModal","Thu May 15 12:57:07 UTC 2025","passed","Thu May 15 12:57:07 UTC 2025","","","",""
"","295","should get favorite from offer id","useFavorite hook","Thu May 15 12:57:22 UTC 2025","passed","Thu May 15 12:57:22 UTC 2025","","","",""
"","38","should show cookies modal when fetching cookies is defined and user has made cookie choice","<PrivacyPolicy />","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","96","should handleNavigation when no metaKey","<TouchableLink />","Thu May 15 12:56:27 UTC 2025","passed","Thu May 15 12:56:27 UTC 2025","","","",""
"","29","should set timer to 0 when app is in background for longer than remaining time","<OpeningHoursStatus />","Thu May 15 12:56:56 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","","",""
"","332","should always execute the query (in cache or in network)","Bookings","Thu May 15 12:56:18 UTC 2025","passed","Thu May 15 12:56:19 UTC 2025","","","",""
"","116","should render correctly","<HoursSlider />","Thu May 15 12:57:28 UTC 2025","passed","Thu May 15 12:57:28 UTC 2025","","","",""
"","129","should render desktop design if desktop viewport","VideoModule","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","","",""
"","275","should navigate when the confidentiality row is clicked","Profile component","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:56 UTC 2025","","other section","",""
"","6","should not show the review when it is not available","useShowReview","Thu May 15 12:57:09 UTC 2025","passed","Thu May 15 12:57:09 UTC 2025","","","",""
"","4","should return empty object if no genreTypes","useGenreTypeMapping","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","","",""
"","4","useCategoryId(CARTE_CINE_MULTISEANCES) = CINEMA","useCategoryId","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","216","should scroll to the correct page when offset is provided","ChronicleCardListBase","Thu May 15 12:57:09 UTC 2025","passed","Thu May 15 12:57:10 UTC 2025","","","",""
"","191","should execute onPress function when the button is clicked","SingleFilterButton","Thu May 15 12:57:13 UTC 2025","passed","Thu May 15 12:57:13 UTC 2025","","","",""
"","413","should display artist page content","<Artist />","Thu May 15 12:57:11 UTC 2025","passed","Thu May 15 12:57:11 UTC 2025","","When enablePageArtist feature flag activated","",""
"","6","should reject a well formated email: prenom@","emailSchema","Thu May 15 12:57:41 UTC 2025","passed","Thu May 15 12:57:41 UTC 2025","","","",""
"","9","should set venues","VenueMapStore","Thu May 15 12:57:24 UTC 2025","passed","Thu May 15 12:57:24 UTC 2025","","","",""
"","6","should display ""Réserver l’offre"" wording with navigate to SetName screen and params type","getCtaWordingAndAction","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","Free offer","",""
"","20","should return ""Réservation archivée"" reason when booking is eligible for archieve and cancellation reason is null","EndedBookingReason","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:15 UTC 2025","","","",""
"","5","// todon","todo-format","Thu May 15 12:58:20 UTC 2025","passed","Thu May 15 12:58:20 UTC 2025","","valid","",""
"","30","it('should do something', () => {
 myFunction.mockResolvedValue(() => {})
 // my test
 })","independent-mocks","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:59 UTC 2025","","invalid","",""
"","1","useCategoryId(PARTITION) = INSTRUMENT","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","190","should call onSeeMoreButtonPress when ""Voir plus"" is clicked","ChronicleCard (Mobile)","Thu May 15 12:56:38 UTC 2025","passed","Thu May 15 12:56:38 UTC 2025","","","",""
"","75","should render with ""Afficher plus de résultats"" button when autoScrollEnabled is false and hits are less than nbHits","SearchListFooter","Thu May 15 12:56:14 UTC 2025","passed","Thu May 15 12:56:14 UTC 2025","","","",""
"","160","should goBack when we press on the back button","<OfferHeader />","Thu May 15 12:56:31 UTC 2025","passed","Thu May 15 12:56:31 UTC 2025","","","",""
"","149","should navigate to password creation on change email confirmation success when user doesn't have a password","<ConfirmChangeEmail />","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","","",""
"","21","should not display progress bar if timeout is not provided","SnackBar Component","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","","Basic behavior","",""
"","11","should render null","<Artist />","Thu May 15 12:57:11 UTC 2025","passed","Thu May 15 12:57:11 UTC 2025","","When enablePageArtist feature flag deactivated","",""
"","122","should call onPress when pressing the button","ReactionToggleButton","Thu May 15 12:57:38 UTC 2025","passed","Thu May 15 12:57:38 UTC 2025","","","",""
"","3","should return default config value","getConfigValue","Thu May 15 12:58:20 UTC 2025","passed","Thu May 15 12:58:20 UTC 2025","","","",""
"","288","should log to analytics when pressing 'Plus d’infos dans notre FAQ'","<ProfileTutorialAgeInformationCredit />","Thu May 15 12:56:14 UTC 2025","passed","Thu May 15 12:56:14 UTC 2025","","","",""
"","689","should not have basic accessibility issues","<NotEligibleEduConnect/>","Thu May 15 12:57:50 UTC 2025","passed","Thu May 15 12:57:50 UTC 2025","","Accessibility","",""
"","2","should not set analytics event params","setMarketingParams","Thu May 15 12:56:45 UTC 2025","passed","Thu May 15 12:56:45 UTC 2025","","user has refused customization cookies","",""
"","3","should return algolia parameters with a price range when minimum and maximum prices are provided","adaptOffersPlaylistParameters","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","","",""
"","159","should call goBack when success on archiving reservation","<ArchiveBookingModal />","Thu May 15 12:56:49 UTC 2025","passed","Thu May 15 12:56:49 UTC 2025","","","",""
"","200","should display carousel with one image","<OfferImageContainer />","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","","",""
"","240","should trigger onItemPress when click on image","OfferImageCarousel","Thu May 15 12:57:16 UTC 2025","passed","Thu May 15 12:57:16 UTC 2025","","","",""
"","226","should disabled save button when user is not logged in","NotificationsSettings","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","","",""
"","39","should return shouldNotShow","useShouldShowAchievementSuccessModal","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:31 UTC 2025","","","",""
"","26","<ClipPath id=""clip0_3962_10903"" />","no-hardcoded-id-in-svg","Thu May 15 12:58:24 UTC 2025","passed","Thu May 15 12:58:24 UTC 2025","","invalid","",""
"","240","should redirect to Stepper when logged in with EduConnect","<EduConnectValidation />","Thu May 15 12:57:10 UTC 2025","passed","Thu May 15 12:57:10 UTC 2025","","","",""
"","5","should not show modal when calling showPushNotificationsModalForFirstTime","usePushNotificationsContext()","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","Already showed modal once","",""
"","40","should call the list with the data from the mock","<OfferPlaylist />","Thu May 15 12:57:03 UTC 2025","passed","Thu May 15 12:57:03 UTC 2025","","","",""
"","2","should return an error when country ID is empty","phoneNumberSchema","Thu May 15 12:57:32 UTC 2025","passed","Thu May 15 12:57:32 UTC 2025","","","",""
"","13","should track the achievement result.current","useAchievementDetails","Thu May 15 12:56:09 UTC 2025","passed","Thu May 15 12:56:09 UTC 2025","","tracking","",""
"","15","should not call onChange if new values are not valid","<HoursSlider />","Thu May 15 12:57:28 UTC 2025","passed","Thu May 15 12:57:28 UTC 2025","","","",""
"","379","should redirect to previous screen when clicking on ArrowPrevious icon","TrackEmailChange","Thu May 15 12:56:13 UTC 2025","passed","Thu May 15 12:56:13 UTC 2025","","","",""
"","13","should not display headline offers count when not exists","<OfferReactionSection />","Thu May 15 12:57:07 UTC 2025","passed","Thu May 15 12:57:07 UTC 2025","","When FF is enabled","",""
"","5","should not allow invalid PR titles: ""(PC-1234) feat: add color to button""","pr-title-checker","Thu May 15 12:57:44 UTC 2025","passed","Thu May 15 12:57:44 UTC 2025","","","",""
"","0","should accept a well formated phone number: 0697010203","isValidFrenchPhoneNumber function","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:31 UTC 2025","","","",""
"","4","getDisplayedPrice([0, 700]) 	= Gratuit without format price options","getDisplayedPrice","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","9","should hide the given message","InputError Component","Thu May 15 12:57:44 UTC 2025","passed","Thu May 15 12:57:44 UTC 2025","","","",""
"","5","should captureMessage as info on new MonitoringError instance when log type is info","MonitoringError","Thu May 15 12:57:00 UTC 2025","passed","Thu May 15 12:57:00 UTC 2025","","","",""
"","1","should return true when all native categories of the category are online platform","categoriesHelpers","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","Category","isOnlyOnline","",""
"","4","should return null when both cancellation date and date used are empty strings","getEndedBookingDateLabel","Thu May 15 12:58:01 UTC 2025","passed","Thu May 15 12:58:01 UTC 2025","","","",""
"","1","should return default and accessibility facets when disabilitiesProperties specified","buildFacetFilters","Thu May 15 12:57:25 UTC 2025","passed","Thu May 15 12:57:25 UTC 2025","","","",""
"","35","should not render web when viewport is mobile","EventCardList","Thu May 15 12:57:48 UTC 2025","passed","Thu May 15 12:57:48 UTC 2025","","","",""
"","9","should return Pacific Franc short (""F"") when displayFormat is ""short""","useGetCurrencyToDisplay","Thu May 15 12:57:02 UTC 2025","passed","Thu May 15 12:57:02 UTC 2025","and the feature flag is enabled","when user is registered in Pacific Franc region","",""
"","3","should select the bookable stock for a particular date","useMarkedDates()","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:29 UTC 2025","","","",""
"","383","should not have basic accessibility issues","<OnboardingSubscriptionModal/>","Thu May 15 12:58:05 UTC 2025","passed","Thu May 15 12:58:05 UTC 2025","","Accessibility","",""
"","246","should call the Success SnackBar when success on archiving reservation","<ArchiveBookingModal />","Thu May 15 12:56:49 UTC 2025","passed","Thu May 15 12:56:49 UTC 2025","","","",""
"","107","should always have a hidden splashscreen","useSplashScreenContext()","Thu May 15 12:58:22 UTC 2025","passed","Thu May 15 12:58:22 UTC 2025","","","",""
"","1","should return true when venueType is RECORD_STORE","getShouldDisplayGtlPlaylist","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:29 UTC 2025","","","",""
"","3","should invalidate due to invalid new password","reinitializePasswordSchema","Thu May 15 12:57:59 UTC 2025","passed","Thu May 15 12:57:59 UTC 2025","","","",""
"","2","should return Euro when displayFormat is ""full""","useGetCurrencyToDisplay","Thu May 15 12:57:02 UTC 2025","passed","Thu May 15 12:57:02 UTC 2025","","when user is not connected and location is outside New Caledonia","",""
"","2","should return an offer last 30 days bookings predicate when defined at a value > 0","buildOfferLast30DaysBookings","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","","",""
